Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,KEGG Pathways,MS2,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 23plus_RP_pos_MS2.raw (F18),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
4-Aminobutyl 6-deoxy-alpha-L-galactopyranoside,C10 H21 N O5,Full match,Invalid mass,No results,Full match,-0.01,235.14197,1.704,88369449.89,2,,,,DDA for preferred ion,2932028.587,8764996.938,6901445.328,4627459.245,3421460.618,3377278.308,88369449.89,12022047.16,3579030.618,10473149.73,3655111.76,128,128,128,128,128,128,128,0,128,128,128,128,16
Amitriptyline-d3,C20 H20 H3 N,No match,Invalid mass,No results,No match,7.01,280.20384,19.832,87967951.81,2,65.5,43.5,,DDA for preferred ion,993673.1173,656742.2554,20818828.77,5237152.398,3372113.312,3194272.838,87967951.81,1690102.62,4764506.835,2894136.661,67462.39721,16,16,128,128,16,128,128,0,16,128,16,32,128
Val-Leu,C11 H22 N2 O3,Full match,Invalid mass,No results,Full match,-0.07,230.16303,8.734,87479943.24,97,,,,DDA for preferred ion,44459121.37,87876.75459,1159892.039,1547513.619,848490.5314,1445030.168,137152.8688,30521375.56,87479943.24,11955363.32,42655118.33,128,16,16,16,32,16,16,16,128,0,128,128,16
Inosine-5'-monophosphate (IMP),C10 H13 N4 O8 P,Full match,Full match,Full match,Partial match,0.1,348.04714,2.933,87302479.28,35,99.9,10,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Other,DDA for preferred ion,87302479.28,61359.36297,69422.975,98227.38992,4995440.184,1001125.568,63294.10071,69999.72446,89175.30739,66056.5717,175162.9159,0,32,32,32,32,16,16,32,32,32,32,16,32
6-hydroxypropylthymine,C8 H12 N2 O3,Full match,Invalid mass,No results,Full match,0.17,184.08482,5.767,87079237.62,20,,,,DDA for preferred ion,4669130.18,82337026.89,83396298.84,76597798.53,65136643.58,76846174.97,79096497.08,87079237.62,3577136.567,4200141.388,3189280.134,16,0,0,0,128,0,0,0,64,16,16,16,16
,C16 H29 N O13,Full match,No results,No results,No results,0.22,443.16399,1.393,87019360.62,0,,,,DDA for preferred ion,75718399.35,8057815.794,932023.5632,8882952.194,87019360.62,66748657.91,6129010.172,1182798.787,3418632.212,12906754.51,1347431.748,0,128,128,128,32,0,0,128,128,128,128,128,32
"6-Methoxy-1,2,4-benzenetriol",C7 H8 O4,Full match,Invalid mass,Partial match,Full match,0.16,156.04228,8.164,86882842.76,34,,,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",DDA for preferred ion,138189.489,107908.8385,101166.7989,1859091.852,246939.4246,129489.2856,236916.8595,253537.0262,84572725.39,133365.8994,86882842.76,128,16,16,16,128,16,16,16,16,0,16,0,32
,C20 H32 N6 O3,Full match,No results,No results,No results,0.66,404.25386,19.715,86545529.08,0,,,,DDA for preferred ion,686073.6803,708587.8932,86545529.08,441421.3477,454176.402,361030.8233,369655.2469,58246276.14,258340.5792,664708.1558,516861.8746,128,128,0,128,128,16,128,16,0,128,128,16,16
Cytidine,C9 H13 N3 O5,Full match,Full match,Full match,Full match,-0.16,243.08548,1.989,86343546.15,30,99.9,10,Metabolic pathways;ABC transporters;Cyanoamino acid metabolism;Other,DDA for preferred ion,78140283.62,2681301.524,457674.1857,18849942.7,86343546.15,5040339.767,4663958.932,6385374.386,18049634.31,5089475.343,6919518.96,0,16,128,128,128,64,16,128,128,128,128,128,32
NP-016455,C11 H18 N2 O4,Full match,Full match,No results,Partial match,0.01,242.12666,10.919,86309584.79,6,93.6,80.9,,DDA for preferred ion,76799129.89,496150.0035,764392.4907,718912.7536,70991594.91,86309584.79,280912.7456,1185672.425,498098.3006,502752.911,197645.5474,0,128,128,128,128,0,0,128,128,128,128,128,16
AUDA,C23 H40 N2 O3,No match,Invalid mass,No results,No results,-5.79,392.30162,19.568,84309341.34,3,78.9,49.4,,DDA for preferred ion,3852214.493,72820832.48,73191568.15,64141841.54,79282842.83,76878788.7,76425798,84309341.34,53017821.83,53685665.11,48059098.6,16,64,64,64,64,64,64,64,64,0,128,128,16
Pinolenic acid,C18 H30 O2,Full match,Full match,Partial match,Not the top hit,0.06,278.2246,20.064,83448388.23,15,81.8,76.5,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,DDA for preferred ion,3740817.618,4268378.323,83448388.23,5896001.826,5063307.124,3677278.551,4764238.567,26067419.67,4356952.377,4583058.106,3721250.231,16,16,0,16,128,16,16,16,128,16,16,16,16
NP-007065,C8 H10 O3,Full match,Full match,No results,Partial match,0.11,154.06301,11.854,83377054.84,29,98.1,9.9,Microbial metabolism in diverse environments;Other,DDA for preferred ion,614447.5442,1636853.181,5526410.209,83377054.84,173707.8544,498206.5795,1491601.861,2879562.163,61864926.18,2065839.634,62119906.6,16,128,128,0,16,32,16,128,128,0,128,0,16
"(3,4-Dimethoxyphenyl){(3S)-3-[5-(4-methoxyphenyl)-1,3,4-oxadiazol-2-yl]-1-pyrrolidinyl}methanone",C22 H23 N3 O5,No match,Invalid mass,No results,No results,53711.01,431.14037,6.075,82996906.56,6,95.8,9.8,,DDA for preferred ion,76627103.5,185882.1007,199114.8747,762233.3865,57902354.94,82996906.56,313763.3395,368122.6481,1524181.162,229657.7757,717488.6479,0,32,16,128,32,128,0,16,16,128,128,16,32
"[Similar to: (2S,3R,3aS,7aR)-2-(3,4-dimethoxyphenyl)-3a,7a-dimethoxy-3-methyl-5-(prop-2-en-1-yl)-2,3,3a,6,7,7a-hexahydro-1-benzofuran-6-one; ΔMass: 209.0691 Da]",C36 H41 N O3 P2,Full match,Invalid mass,No results,No match,2.63,597.25774,20.082,82522738.4,97,,,,DDA for preferred ion,289356.2045,368596.1132,504784.1674,82522738.4,272450.8015,307466.7084,315923.6403,252297.2093,41894215.91,301366.9584,43138983.57,32,32,32,0,32,32,32,32,32,128,32,128,32
"Propane, 1,3-diacetoxy-2-acetoxymethyl-2-nitro-",C10 H15 N O8,Full match,No results,No results,Not the top hit,0.2,277.07982,1.165,80448610.47,0,,,,DDA for preferred ion,55549846.15,19296632.04,18738339.22,80448610.47,73787121.09,75516182.6,13624600.37,23973376.81,66457832.66,23512606.94,57739124.6,64,128,128,64,128,64,0,128,128,64,128,64,32
"1-(2-Furyl)-1,2-ethanediol",C6 H8 O3,Full match,Invalid mass,Partial match,Full match,-0.25,128.04731,1.167,80417857.57,66,,,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,DDA for preferred ion,2545974.884,67479582.62,48424585.03,3906481.367,2260644.567,2780951.655,70391406.52,80417857.57,4045420.66,74692600.36,2385471.618,16,64,64,128,128,128,128,64,0,128,64,128,16
Pyridoxal,C8 H9 N O3,No results,Invalid mass,No results,No results,-14.24,167.05586,5.795,80263826,4,94.8,9.7,,DDA for preferred ion,580061.7468,8986315.106,8251909.891,80263826,6044182.864,5845748.285,3237262.645,99782.37066,1167883.761,92543.02331,2273881.072,16,128,128,0,128,128,128,128,32,16,32,16,32
Caffeic acid,C9 H8 O4,Full match,Full match,Full match,Full match,0.1,180.04228,10.57,80103533.62,12,85.2,68.9,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",DDA for preferred ion,200145.1528,74383084.17,4771483.301,654734.8043,606130.4439,246261.2116,42505285.23,1310279.281,167752.2762,80103533.62,215933.7693,16,0,128,128,128,16,16,128,128,16,0,16,16
"6-Methoxy-1,2,4-benzenetriol",C7 H8 O4,Full match,Invalid mass,Partial match,Full match,0.26,156.0423,8.202,79696499.39,10,,,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",DDA for preferred ion,138189.489,77395.94502,118870.4753,79696499.39,180229.1917,93564.11656,275156.9954,143113.7675,3227006.338,160983.8178,248129.2865,128,128,16,0,128,16,32,16,128,16,16,16,16
Pyridoxine,C8 H11 N O3,Full match,Full match,Full match,Full match,0.22,169.07393,3.111,79222340.2,47,97,88.6,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,DDA for preferred ion,1166605.425,3053199.263,4241934.131,79222340.2,25106297.03,30892961.35,24586459.88,642405.7721,2763004.221,565491.1373,2419100.733,16,128,128,0,16,128,128,128,16,16,16,16,16
[Similar to: 2-Iodoamphetamine; ΔMass: -45.0581 Da],,No results,Invalid mass,No results,No results,,215.94331,0.848,79210467.01,3,,,,DDA for preferred ion,63637462.29,44529460.29,31787073.48,62530173.71,71581693.7,79210467.01,44181415.11,26921572.94,57819422.67,43722761.48,50045599.81,0,0,0,0,128,0,64,0,128,0,0,0,128
Leu-ala,C9 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.21,202.1317,5.598,78732068.13,276,,,,DDA for preferred ion,4366857.251,7797046.366,39860260.29,78732068.13,28806829.6,39425050.65,8931035.839,24284212.52,1133879.599,67732.55162,1035388.966,16,128,128,0,128,128,128,128,128,16,32,16,16
"pentane-1,2,3,4,5-pentol",C5 H12 O5,No match,Invalid mass,No results,No match,144553.03,174.05043,1.199,78473095.33,1,98.4,9.9,,DDA for preferred ion,1093323.483,50067077.55,78473095.33,980078.3545,1126548.169,814318.2339,61285321.03,65937751.46,1035927.908,64347711.46,920763.5354,16,64,64,32,128,16,32,64,0,32,64,16,32
AC-LYS-OH,C8 H16 N2 O3,Full match,Invalid mass,Partial match,Full match,0.06,188.1161,1.287,78317861.39,23,,,Metabolic pathways;Other,DDA for preferred ion,22406086.08,71165264.41,38086876.55,45740859.53,23730339.12,24955717.4,44721974.39,47334547.6,41032605,78317861.39,41367298.83,128,0,128,128,128,128,128,0,0,128,0,128,32
2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,C14 H10 F N O2,No match,Invalid mass,No results,No results,9.52,243.07187,1.351,78167710.45,7,96.3,9.8,,DDA for preferred ion,549436.2198,26905026.69,26064541.88,11861337.29,373447.4244,350128.5953,78167710.45,74597697.64,10322639.24,34407350.38,7143486.897,128,128,0,128,128,32,32,64,64,128,64,128,32
Glycyl-L-leucine,C8 H16 N2 O3,Full match,Full match,Partial match,Full match,0.2,188.11613,7.305,78162935.44,13,98.9,98.4,Metabolic pathways;Other,DDA for preferred ion,38580573.08,17857206.88,25283886.19,49049459.19,35426023.82,41889403.61,20719365.29,78162935.44,569842.3081,365759.3668,277636.9558,128,128,128,0,128,128,128,128,0,16,16,16,16
Val-Leu,C11 H22 N2 O3,Full match,Invalid mass,No results,Full match,0.02,230.16305,8.782,77278219.33,50,,,,DDA for preferred ion,44390172.22,6930391.464,58611487.07,77278219.33,42085965.18,52399825.69,10901850.35,30330949.58,3036486.634,646206.2614,1255859.413,128,128,0,0,128,128,0,128,128,16,16,16,16
Ne-Acetyllysine,C8 H16 N2 O3,Full match,Invalid mass,Full match,Full match,0.15,188.11612,2.473,76099517.92,98,,,Metabolic pathways;Other,DDA for preferred ion,35366660.4,4955907.12,25972664.38,76099517.92,32356740.9,41358102.95,6860731.845,16581263.79,3592362.021,182188.7781,678002.8168,128,128,128,0,128,128,128,128,128,16,16,16,16
"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,Full match,Invalid mass,No results,No results,1.18,274.10289,6.644,74760193.02,32,,,,DDA for preferred ion,61941978.11,161768.5411,8928645.484,28187839.79,65956750.75,74760193.02,125663.1639,278506.5893,17060393.93,149620.5269,11804832.3,0,16,128,128,128,0,0,16,16,128,16,128,16
"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",C9 H14 N2 O3,Full match,Full match,No results,Partial match,0.06,198.10045,6.947,74676276.14,18,97.8,97.5,,DDA for preferred ion,50849446.1,62021084.44,69118097.67,64722550.35,46803315.17,56560014.5,61233569.64,72569779.01,59669006.2,74676276.14,51375011.33,0,64,0,0,128,0,0,0,0,0,0,0,128
Furan,C4 H4 O,Full match,No results,No results,Full match,0.1,68.02622,1.179,74626833.92,0,,,Other,DDA for preferred ion,22656690.9,59879413.6,55471185.39,24938823.94,22100124.77,28951276.89,58003073.49,74626833.92,21670032.92,62706014.46,23006235.65,128,0,0,128,128,128,128,0,0,128,0,128,32
4-Penten-1-amine,C5 H11 N,Full match,No results,No results,Full match,0.11,85.08916,3.549,74604699.26,0,,,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",DDA for preferred ion,2073756.89,112275.705,161406.3767,237564.6124,321183.7897,219544.3628,242381.6196,1259665.577,11138435.92,74604699.26,3670390.349,16,16,16,16,16,16,16,16,16,128,0,128,16
Leu-Leu,C12 H24 N2 O3,Full match,Invalid mass,No results,Full match,-0.01,244.17869,9.93,73957352.76,123,,,Microbial metabolism in diverse environments;Other,DDA for preferred ion,20400939.63,5191687.777,58775989.11,73957352.76,17584957.72,24751594.52,7568404.708,26864036.33,385977.6263,963616.8276,318410.5439,128,128,0,0,128,128,128,128,128,16,16,16,16
[Similar to: (3S)-N-Phenyl-3-[5-(trifluoromethyl)-1H-benzimidazol-2-yl]-1-pyrrolidinecarboxamide; ΔMass: 83.0079 Da],C16 H27 N O14,Full match,Invalid mass,No results,No results,0.34,457.14331,1.278,73547316.39,4,,,,DDA for preferred ion,33992637.9,39939814.23,9059014.816,9406618.882,36355291.16,54613913.64,43845277.13,9619351.134,5892437.658,73547316.39,3008595.32,0,0,128,128,16,0,128,0,128,128,0,128,32
Leu-Leu,C12 H24 N2 O3,Full match,Invalid mass,No results,Full match,-0.04,244.17868,9.884,72805325.21,148,,,Microbial metabolism in diverse environments;Other,DDA for preferred ion,20351120.71,382970.9299,97881.47229,3375929.283,354936.7276,1809506.218,406969.1384,26600892.61,72805325.21,7796442.38,33410996.11,128,16,32,16,16,16,16,16,128,0,128,128,16
,C35 H63 N O3,Full match,No results,No results,No results,0.44,545.48103,20.3,72647180.74,0,,,,DDA for preferred ion,208140.2678,422683.9427,431880.7786,892328.712,65718875.82,66144909.78,62112929.12,61429196.15,65743080.51,72647180.74,70685483.68,32,16,16,16,16,64,64,0,0,128,0,0,32
"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",C9 H14 N2 O3,Full match,Full match,No results,Partial match,0.04,198.10045,6.962,72569779.01,27,97.9,98.2,,DDA for preferred ion,50849446.1,62021084.44,69118097.67,64722550.35,46803315.17,56560014.5,61233569.64,72569779.01,59669006.2,1471300.474,2058010.004,64,0,64,64,128,64,64,64,64,64,16,16,128
NP-011150,C22 H24 O8,No match,Invalid mass,No results,No results,91221.62,454.10873,8.524,72445311.34,14,92.7,9.6,,DDA for preferred ion,51592895.34,48704607.58,72445311.34,870511.2014,46610918.61,58327592.48,23464797.79,64163592.31,147750.5989,55721217.68,83347.84823,0,128,0,128,128,128,0,128,0,128,0,128,32
"N3,N4-Dimethyl-L-arginine",C8 H18 N4 O2,Full match,Full match,No results,Partial match,-0.6,202.14285,1.294,71853251.66,69,82.5,65.2,,DDA for preferred ion,35211420.37,57288225.4,71853251.66,6410279.781,28439715.78,30669536.52,15656774.26,58153457.47,4891820.607,52726922.64,3045652.283,128,0,0,128,128,128,128,128,0,128,0,128,32
,C29 H64 N5 O2 P,Full match,No results,No results,No results,2.39,545.48107,20.323,71020268.38,0,,,,DDA for preferred ion,202673.5735,200644.3569,1547935.278,68895769.25,65718875.82,66144909.78,62112929.12,61429196.15,64852034.69,205261.0956,527961.9815,32,32,16,64,64,0,0,64,64,128,32,16,16
"3-{[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxyphenyl)-6-methoxy-4H-chromen-4-one",C34 H42 O20,No match,Invalid mass,No results,No results,28557.86,792.22298,8.907,69759579.66,2,90.9,9.5,,DDA for preferred ion,87928.92939,24671331.55,16724740.41,69759579.66,84247.01215,89825.78384,31970752.6,65403494.75,45845913.72,39063567.93,53384372.02,32,128,128,0,16,32,32,128,0,128,128,128,32
4-Penten-1-amine,C5 H11 N,Full match,No results,No results,Full match,0.11,85.08916,3.655,68856286.42,0,,,"Protein digestion and absorption;Tropane, piperidine and pyridine alkaloid biosynthesis",DDA for preferred ion,3214934.09,45698602.28,26982081.41,19449465.06,52752558.68,68856286.42,42712880.15,5903422.282,374402.2774,2026977.716,433438.3684,16,128,128,128,128,128,0,128,16,16,16,16,16
5-Aminolevulinic acid,C5 H9 N O3,Full match,Full match,Full match,Full match,-0.1,131.05823,3.236,68458623.59,39,71.9,45.3,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;D-Amino acid metabolism;Other,DDA for preferred ion,263633.2796,465087.4338,288864.089,7080600.843,361888.8255,638448.8713,441501.6949,420436.3337,68458623.59,429417.6068,43526331.78,16,16,16,16,128,16,16,16,16,0,128,128,16
"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,Not the top hit,Full match,No results,Not the top hit,-4.88,266.1267,5.657,68247076.5,6,74.7,54.5,Metabolic pathways;Biosynthesis of cofactors;Other,DDA for preferred ion,137098.6037,18637632.8,68247076.5,11376896.37,350552.4442,149204.856,18694989.71,65448965.17,318904.6776,692832.3065,344741.3843,32,128,0,128,128,128,32,128,0,16,16,16,32
,,No results,No results,No results,No results,,257.8921,0.968,67878597.22,0,,,,DDA for preferred ion,48107210.94,32504564,34708408.46,54045014.84,47449510.02,52504074.03,25759211.97,67878597.22,44820466.49,40835240.77,55395812.17,0,128,128,0,128,0,0,0,0,0,0,0,32
L-Cystathionine,C7 H14 N2 O4 S,Full match,Full match,Full match,Full match,-0.06,222.06742,1.038,67659207.66,4,98.5,84.7,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of cofactors;Other,DDA for preferred ion,3391940.145,36036969.25,33248068.12,3404074.117,2576414.236,3249467.559,23193807.19,67659207.66,408808.2621,38622022.24,13757767.68,128,0,0,128,128,128,128,128,0,128,128,128,32
"beta-D-Galactopyranosyl-(1->4)-3,6-anhydro-alpha-L-galactopyranosyl-(1->3)-beta-D-galactopyranose",C18 H30 O15,Full match,Invalid mass,No results,Full match,0.05,486.15849,1.404,67638650.96,105,,,Metabolic pathways;ABC transporters;Other,DDA for preferred ion,65112956,940065.2739,979051.5762,10828815.43,55642171.7,67638650.96,537380.7385,1001447.401,8764677.957,1402873.471,9433929.369,0,128,128,128,32,0,0,128,128,128,128,128,32
Pyrone,C5 H4 O2,Full match,Invalid mass,No results,Full match,-0.19,96.02111,1.408,67066960.09,114,,,Metabolic pathways;Microbial metabolism in diverse environments;Other,DDA for preferred ion,67066960.09,2855971.11,2018042.597,31902034.23,53664655.63,65090163.27,1850009.226,1467362.248,29133210.08,1846417.196,26305538.07,0,128,16,0,16,0,0,128,16,0,16,0,16
D-lysopine,C9 H18 N2 O4,Full match,Invalid mass,No results,Full match,-0.04,218.12665,6.893,66501728.39,8,,,Other,DDA for preferred ion,288042.0613,6810829.892,35415325.12,52184302.36,50448575.32,66501728.39,8251207.011,19266134.5,2046385.185,560434.9851,116697.9446,16,128,128,0,128,128,0,128,128,16,16,32,32
"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide",C13 H13 Cl N4 O,No match,Invalid mass,No results,No results,15.74,276.08214,1.373,66268067.28,2,92.5,9.6,,DDA for preferred ion,11285820.47,65200438.63,66268067.28,16859260.74,10913235.85,13082272.04,59958726.31,48857035.45,19546045.16,62137788.84,24439968.01,128,0,128,128,128,128,128,0,128,0,128,0,16
"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: -36.0235 Da]",C10 H8 N6 O5,Full match,Invalid mass,No results,No match,1.05,292.05593,7.505,66057380.03,2,,,,DDA for preferred ion,152777.948,66057380.03,13448000.35,261731.5476,247870.5973,253134.3861,36229522.41,30975968.1,204070.7044,55547291.35,131495.0898,16,0,128,16,128,16,16,128,128,16,0,16,32
N1-(5-methylisoxazol-3-yl)-2-morpholinoacetamide,C10 H15 N3 O3,No match,Invalid mass,No results,No results,97649.2,247.09328,6.984,65937492.31,4,99.9,10,,DDA for preferred ion,46930498.27,62563211.15,56429504.97,46175320.17,54790886.74,56213893.77,65937492.31,58142517.25,46830027.66,60612949.08,42382831.61,0,0,0,0,128,0,0,0,0,128,0,128,32
[Similar to: NP-016755; ΔMass: -960.7865 Da],C5 H8 N6 O4,Full match,Invalid mass,No results,No results,1.24,216.06097,2.415,65851391.66,8,,,,DDA for preferred ion,33633719.44,51583118.87,49544176.36,65851391.66,60493194.05,64617788.47,26797040.46,37357090.94,37369633.01,41790322.55,40916215.96,128,128,0,0,128,0,0,128,128,128,128,128,32
"(1R,4aS,5R,8aS)-5-(5-hydroxy-3-methylpentyl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid",C20 H34 O3,Full match,Full match,No results,Partial match,-0.24,322.25072,19.72,65814775.49,21,78.5,74.1,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,312976.3334,294344.949,65814775.49,388255.7462,382215.4835,324372.7558,377199.2858,45273637.11,354233.5345,2786248.311,248080.4193,128,128,0,16,16,16,16,16,128,16,16,128,16
"Octahydro-1,6,7,8-indolizinetetrol",C8 H15 N O4,Full match,Invalid mass,No results,Full match,0.12,189.10013,6.153,65633475.49,77,,,,DDA for preferred ion,359073.0824,20067406.12,65633475.49,238813.3778,139542.3142,369852.9425,4716194.531,35435755.24,313174.4092,1236488.657,350674.6118,16,128,0,128,128,128,16,128,128,16,16,16,16
MFCD00025556,C8 H14 N2 O5,Full match,Invalid mass,No results,Full match,0.11,218.0903,1.316,65560797.29,11,,,,DDA for preferred ion,21687539.69,4249492.022,5170240.62,50339932.46,20562231.34,23835444.1,7981288.094,65560797.29,52931546.73,23254385.63,28410726.73,128,16,16,0,16,128,128,16,128,0,128,128,32
Butyl glyoxylate,C6 H10 O3,Full match,Invalid mass,Partial match,Full match,-0.33,130.06295,1.26,65478042.77,61,,,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,DDA for preferred ion,1117176.432,50841393.41,43274004.33,4333239.236,779667.6719,664288.4893,45028369.28,65478042.77,3798152.193,57911674.19,3654184.187,32,0,128,128,128,16,32,128,0,128,0,128,16
,C10 H17 N7 O8,Full match,No results,No results,No results,0.89,363.11418,1.031,65463234.74,0,,,,DDA for preferred ion,56044492.58,6060981.443,5122602.901,32889051.27,50458052.51,65463234.74,4797200.144,3252994.806,15795835.32,4741947.813,13377957.06,0,128,128,128,128,0,64,128,128,128,128,128,32
MFCD00025555,C9 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.21,202.1317,7.179,64748446.95,97,,,,DDA for preferred ion,2674153.406,282936.8247,2296186.574,2827816.666,2727583.284,3860507.58,205882.7214,418569.2506,64748446.95,11512548.05,40489030.66,16,16,16,16,16,16,16,16,16,0,128,128,16
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 19.8921 Da]",C6 H5 N6 O9 P3 S,Full match,Invalid mass,No results,No results,3.19,429.90653,0.964,64491634.74,3,,,,DDA for preferred ion,40118461.72,55593404.39,61421970.83,44688772.85,42145382.47,45227749.42,64491634.74,39091124.98,51109269.35,59302649.47,42409143.22,0,0,0,0,128,0,0,0,0,0,0,0,128
"(2E)-Penta-2,4-dienoic acid",C5 H6 O2,Full match,Invalid mass,No results,Full match,-0.25,98.03676,1.184,63627888.71,48,,,Microbial metabolism in diverse environments;Other,DDA for preferred ion,21650524.74,31951044.7,62367612.27,9287883.635,12482912.31,16186198.45,30833163.95,63627888.71,4304475.131,42493924.48,9445864.379,128,128,0,128,128,16,16,0,0,16,0,16,16
Kanosamine,C6 H13 N O5,No match,Invalid mass,No match,No match,-100571.58,161.06908,0.995,62996425.77,5,86.6,80,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,DDA for preferred ion,39118725.21,12539743.32,5082876.31,62996425.77,38133945.16,39813655.63,8475323.22,2866789.186,62823807.06,11083532.62,59065572.68,0,128,128,0,128,0,0,128,128,0,128,0,32
"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,No match,Invalid mass,No results,No match,-92319.38,177.079,8.389,62852413.52,6,73.8,70.6,,DDA for preferred ion,716355.7839,292096.3257,62852413.52,304143.2896,1280723.598,322633.9985,232619.1816,33747062.63,323132.9362,425652.4634,219569.0702,16,16,0,16,128,16,16,16,128,16,16,16,16
Galactosamine,C6 H13 N O5,Full match,Invalid mass,Partial match,Full match,0.24,179.07942,6.938,62814835.17,43,,,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,5579267.7,29262931.83,62814835.17,58642409.8,4862020.019,5441627.695,16458588.76,60767366.42,52885965.48,31802196.73,46518679.7,128,128,0,0,128,128,128,128,0,0,128,64,16
Hypoxanthine,C5 H4 N4 O,Full match,Full match,Partial match,Partial match,-0.08,136.0385,6.305,62709411.84,39,99.8,93.4,Metabolic pathways;Other,DDA for preferred ion,2097647.264,2023904.818,1991769.899,3571932.986,49524313.53,62709411.84,456061.7336,5268393.926,693861.6083,114146.4555,68124.95044,16,128,128,128,16,0,0,128,128,128,32,32,32
