Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),MS2,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide",C13 H13 Cl N4 O,No match,Invalid mass,No results,Partial match,15.76,276.08214,1.375,65200438.63,DDA for preferred ion,10524356.64,65200438.63,60252191.16,15010732.37,9747392.296,11317703.34,59958726.31,44696698.67,14978203.43,56577612.32,19134063.11,75251.49467,10524356.64,65200438.63,60252191.16,15010732.37,9747392.296,11317703.34,59958726.31,44696698.67,14978203.43,56577612.32,19134063.11,128,0,128,128,128,128,0,128,128,128,128,16
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 19.8921 Da]",C6 H5 N6 O9 P3 S,Full match,Invalid mass,No results,Partial match,3.17,429.90652,0.964,64491634.74,DDA for preferred ion,40604900.58,55593404.39,61421970.83,45701051.03,43117754.62,45820494.96,64491634.74,40006843.25,51109269.35,59302649.47,43332829.81,5254194.895,40604900.58,55593404.39,61421970.83,45701051.03,43117754.62,45820494.96,64491634.74,40006843.25,51109269.35,59302649.47,43332829.81,128,0,0,128,128,128,0,128,0,0,128,128
Kanosamine,C6 H13 N O5,No match,Invalid mass,No match,Partial match,-100571.34,161.06912,0.993,62996425.77,DDA for preferred ion,39118725.21,12539743.32,5082876.31,62996425.77,32052762.1,31951797.91,8475323.22,2866789.186,62823807.06,11083532.62,59065572.68,29230.1658,39118725.21,12539743.32,5082876.31,62996425.77,32052762.1,31951797.91,8475323.22,2866789.186,62823807.06,11083532.62,59065572.68,0,128,128,0,128,128,128,128,0,128,0,32
,C18 H34 N2 O12,Full match,No results,No results,Partial match,0.12,470.21123,1.022,62670962.7,DDA for preferred ion,55732333.41,2407253.975,1484344.544,12999392.61,54299780.38,62670962.7,1772531.229,1650690.168,7841637.888,2448761.351,7447928.222,40901.52797,55732333.41,2407253.975,1484344.544,12999392.61,54299780.38,62670962.7,1772531.229,1650690.168,7841637.888,2448761.351,7447928.222,128,128,128,128,128,0,128,128,128,128,128,32
3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,C14 H27 N O11,Full match,Invalid mass,No results,Partial match,0.22,385.15849,1.096,62491250.01,DDA for preferred ion,59140381.44,342659.1918,465616.3851,24580494.08,56865842.11,62491250.01,792656.1154,1059496.606,9534245.925,1080723.428,3826445.602,38915.58491,59140381.44,342659.1918,465616.3851,24580494.08,56865842.11,62491250.01,792656.1154,1059496.606,9534245.925,1080723.428,3826445.602,0,16,128,128,0,0,128,128,128,128,128,32
Tn Antigen,C11 H20 N2 O8,Full match,Invalid mass,No results,Partial match,0,308.12197,1.219,58853883.76,DDA for preferred ion,1372028.311,5216819.509,14086788.86,3678503.83,1805652.035,1602373.582,3872265.452,58853883.76,3305762.265,8646373.136,2440823.965,42514.4932,1372028.311,5216819.509,14086788.86,3678503.83,1805652.035,1602373.582,3872265.452,58853883.76,3305762.265,8646373.136,2440823.965,128,128,128,128,128,128,128,0,128,128,128,32
,C5 H9 N2 O12 P3 S2,Full match,No results,No results,Partial match,-1.09,445.88049,0.964,55492519.55,DDA for preferred ion,48245283.6,49945362.77,53830126.71,54497020.75,50375548.18,53960128,48150960.1,55492519.55,50784092.52,50106375.28,47948088.93,283719.5361,48245283.6,49945362.77,53830126.71,54497020.75,50375548.18,53960128,48150960.1,55492519.55,50784092.52,50106375.28,47948088.93,0,128,128,0,128,128,128,0,0,0,0,16
5-Methylhexan-3-one,C8 H15 N O4,Full match,Invalid mass,No results,Partial match,0.09,189.10012,1.392,54260303.79,DDA for preferred ion,5934839.182,20924216.12,54260303.79,9454371.867,5290923.461,6680732.264,31280170.91,47701015.64,9423522.894,34387010.07,7605196.634,84161.7704,5934839.182,20924216.12,54260303.79,9454371.867,5290923.461,6680732.264,31280170.91,47701015.64,9423522.894,34387010.07,7605196.634,128,128,0,128,128,128,128,128,128,0,128,16
Trigonelline,C7 H7 N O2,Full match,Full match,Partial match,Partial match,-0.02,137.04768,1.311,51693304.89,DDA for preferred ion,23737106.91,239274.4157,198142.8314,51476421.93,25564376.62,23857666.01,491149.2951,3922358.783,51693304.89,148845.8349,45824524.32,66737.98508,23737106.91,239274.4157,198142.8314,51476421.93,25564376.62,23857666.01,491149.2951,3922358.783,51693304.89,148845.8349,45824524.32,128,16,32,0,128,128,16,128,0,16,0,16
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -48.0953 Da]",C5 H4 N2 O13 P2,Full match,Invalid mass,No results,Partial match,0.81,361.91915,0.965,50976719.85,DDA for preferred ion,34048344.82,48783800.01,49392531.87,37672814.09,34681366.57,38546084.37,50976719.85,35708938.05,41264593.09,45933258.46,35315179.79,6003515.386,34048344.82,48783800.01,49392531.87,37672814.09,34681366.57,38546084.37,50976719.85,35708938.05,41264593.09,45933258.46,35315179.79,128,0,0,128,128,128,0,128,128,0,128,128
,C22 H39 N O17,Full match,No results,No results,Partial match,0.6,589.22215,1.419,50432503.74,DDA for preferred ion,50432503.74,348759.1043,568707.4984,9373803.543,44811160.1,45757077.08,479981.493,697565.3098,4618687.948,734665.9075,2005726.985,26425.81357,50432503.74,348759.1043,568707.4984,9373803.543,44811160.1,45757077.08,479981.493,697565.3098,4618687.948,734665.9075,2005726.985,128,128,128,128,128,0,16,16,128,128,128,32
NP-022068,C8 H12 O5,No match,Invalid mass,No results,Partial match,-12.69,188.06609,1.403,50311160.42,DDA for preferred ion,311537.6181,50311160.42,30839130.88,3323183.139,502992.3173,268983.7783,26863850.67,6868148.969,4096410.672,25470647.45,5836343.683,27096.68788,311537.6181,50311160.42,30839130.88,3323183.139,502992.3173,268983.7783,26863850.67,6868148.969,4096410.672,25470647.45,5836343.683,32,0,16,128,16,32,16,16,128,16,128,32
"3,5-dimethyl-1-phenyl-1,5-dihydro-4H-pyrazolo[4,3-c]quinolin-4-one",C18 H15 N3 O,No match,Invalid mass,No results,Partial match,-18.28,289.11623,1.413,50249889.86,DDA for preferred ion,3040773.383,3365575.682,3258658.578,50249889.86,2570436.693,1691332.245,3457039.473,1915190.996,42509781.6,3029121.793,41483445.94,30358.63157,3040773.383,3365575.682,3258658.578,50249889.86,2570436.693,1691332.245,3457039.473,1915190.996,42509781.6,3029121.793,41483445.94,128,128,128,0,128,16,128,128,0,128,0,32
[4-(tert-butyl)phenyl](1H-imidazol-2-yl)methanone,C14 H16 N2 O,No match,Invalid mass,No results,Partial match,-17.77,228.12221,1.307,49071494.03,DDA for preferred ion,12882295.11,31693867.26,34005558.94,17608957.61,11502933.17,11440415.42,19026034.59,49071494.03,14587760.9,33095566.21,27257985.91,29918.12016,12882295.11,31693867.26,34005558.94,17608957.61,11502933.17,11440415.42,19026034.59,49071494.03,14587760.9,33095566.21,27257985.91,128,128,128,128,128,128,128,0,128,128,128,32
3-Carboxytyrosine,C10 H11 N O5,Full match,Invalid mass,Partial match,Partial match,-0.13,225.06369,1.387,48247903.81,DDA for preferred ion,1443846.94,428255.2975,337772.6492,48247903.81,1376655.791,1526131.557,688246.6651,298493.2736,30164511.67,393114.9143,27968224.37,21128.37253,1443846.94,428255.2975,337772.6492,48247903.81,1376655.791,1526131.557,688246.6651,298493.2736,30164511.67,393114.9143,27968224.37,16,128,128,0,16,16,128,16,128,128,128,32
,C9 H4 N2 O7 P2 S2,Full match,No results,No results,Partial match,-1.14,377.89308,0.967,44425016.8,DDA for preferred ion,39418054.42,36884324.74,40111882.71,43403867.16,37302747.83,41706091.5,35014832.3,44425016.8,38326344.83,40154000.53,38613840.26,201630.529,39418054.42,36884324.74,40111882.71,43403867.16,37302747.83,41706091.5,35014832.3,44425016.8,38326344.83,40154000.53,38613840.26,128,128,128,0,128,128,128,128,128,0,128,128
"1-(4-methyl-2-pyridyl)pyrrolidine-2,5-dione",C10 H10 N2 O2,No match,Invalid mass,No results,Partial match,-25.16,190.06944,0.935,40253768.42,DDA for preferred ion,14957379.63,23017650.97,24770101.93,10534400.09,14895833.96,18195046.19,19155408.2,40253768.42,7212088.752,27212691.18,4391383.307,34869.35591,14957379.63,23017650.97,24770101.93,10534400.09,14895833.96,18195046.19,19155408.2,40253768.42,7212088.752,27212691.18,4391383.307,128,128,128,128,128,128,128,0,128,128,128,32
N-Desmethylclomipramine,C18 H21 Cl N2,No match,Invalid mass,No results,Partial match,13.53,300.14339,1.284,35202403.5,DDA for preferred ion,8843520.024,31129303.99,35202403.5,2943099.207,11038403.9,10766711.01,23411227.05,29143848.3,1496610.518,31164839.04,2650138.788,22661.88765,8843520.024,31129303.99,35202403.5,2943099.207,11038403.9,10766711.01,23411227.05,29143848.3,1496610.518,31164839.04,2650138.788,128,128,0,128,128,128,128,128,16,128,128,32
"1,4-Dimethyl-N-nitro-1,4-dihydro-5H-tetrazol-5-imine",C3 H6 N6 O2,Full match,Invalid mass,No results,Partial match,1.83,158.05551,1.395,26998839.95,DDA for preferred ion,158809.5073,16193819.57,26998839.95,3205551.481,154737.0401,180800.5163,17819166.79,14269274.24,2853512.43,12782832.29,3039505.998,18213.34799,158809.5073,16193819.57,26998839.95,3205551.481,154737.0401,180800.5163,17819166.79,14269274.24,2853512.43,12782832.29,3039505.998,32,128,0,128,32,32,128,128,128,128,128,32
