Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,mzCloud Library Match: Autoprocessed,mzCloud Library Match: Reference,MS2,Area: 2,Area: 10,Area: 14,Area: 19,Area: 23,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: F1177_2,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 23plus_RP_pos_MS2.raw (F18),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
"pentane-1,2,3,4,5-pentol",C5 H12 O5,No match,Invalid mass,No results,No match,144553.03,174.05043,1.199,78473095.33,98.4,9.9,,Single match found,No matches found,DDA for preferred ion,1093323.483,59673659.03,78473095.33,980078.3545,3348018.89,1126548.169,814318.2339,61285321.03,65937751.46,1035927.908,64347711.46,920763.5354,41637.3659,1093323.483,59673659.03,78473095.33,980078.3545,3348018.89,1126548.169,814318.2339,61285321.03,65937751.46,1035927.908,64347711.46,920763.5354,16,128,64,32,128,16,32,64,0,32,64,16,32
AC-LYS-OH,C8 H16 N2 O3,Full match,Invalid mass,Partial match,Full match,0.06,188.1161,1.287,78317861.39,,,98.2,Multiple matches found,Multiple matches found,DDA for preferred ion,22406086.08,71165264.41,38086876.55,45740859.53,1485158.148,23730339.12,24955717.4,44721974.39,47334547.6,41032605,78317861.39,41367298.83,23940.71908,22406086.08,71165264.41,38086876.55,45740859.53,1485158.148,23730339.12,24955717.4,44721974.39,47334547.6,41032605,78317861.39,41367298.83,128,0,128,128,128,128,128,0,0,128,0,128,32
2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,C14 H10 F N O2,No match,Invalid mass,No results,No results,9.52,243.07187,1.353,78167710.45,95.4,9.8,98.2,Multiple matches found,Multiple matches found,DDA for preferred ion,569672.7774,27556359.33,24998533.15,12033928.3,2518627.922,630853.117,478469.8982,78167710.45,74597697.64,10697878.78,33109094.22,7018123.969,29221.69912,569672.7774,27556359.33,24998533.15,12033928.3,2518627.922,630853.117,478469.8982,78167710.45,74597697.64,10697878.78,33109094.22,7018123.969,128,128,128,128,128,16,16,0,64,128,128,128,32
2-Acetamido-2-deoxyhexitol,C8 H17 N O6,Full match,Invalid mass,No results,Full match,0.07,223.1056,1.024,74772894.19,,,81.3,No matches found,Multiple matches found,DDA for preferred ion,23005760.89,3120480.633,2496198.153,74772894.19,420664.0622,20078995.71,24870451.28,2629169.812,9389974.091,62961281.41,3165611.416,63195717.66,39907.0125,23005760.89,3120480.633,2496198.153,74772894.19,420664.0622,20078995.71,24870451.28,2629169.812,9389974.091,62961281.41,3165611.416,63195717.66,128,128,128,0,128,128,128,128,128,0,128,0,32
Furan,C4 H4 O,Full match,No results,No results,Full match,0.14,68.02622,1.174,74626833.92,,,,No matches found,No matches found,DDA for preferred ion,22656690.9,59203973.79,53888702.56,5883415.271,699828.3976,22100124.77,5972700.666,57862952.7,74626833.92,15551300.47,62706014.46,23006235.65,46341.06382,22656690.9,59203973.79,53888702.56,5883415.271,699828.3976,22100124.77,5972700.666,57862952.7,74626833.92,15551300.47,62706014.46,23006235.65,128,128,128,16,128,128,16,128,0,16,0,128,32
N-Acetylneuraminic acid,C11 H19 N O9,Full match,Invalid mass,Full match,Full match,-0.02,309.10597,1.26,73326745.08,,,74.3,Multiple matches found,No matches found,DDA for preferred ion,65235429.03,17292284.85,15360282.21,43421998.75,269530.2704,71798824.67,73326745.08,9862574.609,70633158.91,45658778.75,20257190.89,39292930.39,32691.00304,65235429.03,17292284.85,15360282.21,43421998.75,269530.2704,71798824.67,73326745.08,9862574.609,70633158.91,45658778.75,20257190.89,39292930.39,128,128,128,128,128,64,64,128,0,128,128,128,32
"N3,N4-Dimethyl-L-arginine",C8 H18 N4 O2,Full match,Full match,No results,Partial match,-0.6,202.14285,1.294,71853251.66,82.5,65.2,92.2,Multiple matches found,Multiple matches found,DDA for preferred ion,35211420.37,57288225.4,71853251.66,6410279.781,5593432.595,28439715.78,30669536.52,15656774.26,58153457.47,4891820.607,52726922.64,3045652.283,26624.39995,35211420.37,57288225.4,71853251.66,6410279.781,5593432.595,28439715.78,30669536.52,15656774.26,58153457.47,4891820.607,52726922.64,3045652.283,128,0,0,128,128,128,128,128,0,128,0,128,32
,,No results,No results,No results,No results,,257.8921,0.969,67878597.22,,,,No matches found,No matches found,DDA for preferred ion,49130722.49,32504564,34708408.46,54045014.84,1283256.698,48273061.52,52504074.03,26637112.64,67878597.22,44117617.41,40447010.4,55395812.17,58324.32266,49130722.49,32504564,34708408.46,54045014.84,1283256.698,48273061.52,52504074.03,26637112.64,67878597.22,44117617.41,40447010.4,55395812.17,128,128,128,0,128,128,0,128,0,128,128,0,32
L-Cystathionine,C7 H14 N2 O4 S,Full match,Full match,Full match,Full match,-0.06,222.06742,1.035,67659207.66,98.5,84.7,74.7,Multiple matches found,Multiple matches found,DDA for preferred ion,3391940.145,34785469.41,32205140.81,3404074.117,1110475.893,2576414.236,3249467.559,23193807.19,67659207.66,408808.2621,38622022.24,13757767.68,29932.51828,3391940.145,34785469.41,32205140.81,3404074.117,1110475.893,2576414.236,3249467.559,23193807.19,67659207.66,408808.2621,38622022.24,13757767.68,128,128,128,128,128,128,128,128,0,128,128,128,32
"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide",C13 H13 Cl N4 O,No match,Invalid mass,No results,No results,15.76,276.08214,1.375,65200438.63,92.5,9.6,,Single match found,Single match found,DDA for preferred ion,10524356.64,65200438.63,60252191.16,15010732.37,2738388.166,9747392.296,11317703.34,59958726.31,44696698.67,14978203.43,56577612.32,19134063.11,75251.49467,10524356.64,65200438.63,60252191.16,15010732.37,2738388.166,9747392.296,11317703.34,59958726.31,44696698.67,14978203.43,56577612.32,19134063.11,128,0,128,128,128,128,128,0,128,128,128,128,16
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 19.8921 Da]",C6 H5 N6 O9 P3 S,Full match,Invalid mass,No results,No results,3.15,429.90651,0.965,64491634.74,,,97.8,Multiple matches found,No matches found,DDA for preferred ion,40604900.58,55593404.39,61421970.83,45701051.03,2275639.99,43117754.62,45820494.96,64491634.74,40006843.25,51837969.67,59302649.47,43332829.81,5254194.895,40604900.58,55593404.39,61421970.83,45701051.03,2275639.99,43117754.62,45820494.96,64491634.74,40006843.25,51837969.67,59302649.47,43332829.81,128,0,0,128,128,128,128,0,128,128,0,128,128
Kanosamine,C6 H13 N O5,No match,Invalid mass,No match,No match,-100571.23,161.06914,0.995,62996425.77,86.6,80,76.4,Multiple matches found,Multiple matches found,DDA for preferred ion,35115751.02,12539743.32,5082876.31,62996425.77,1178149.25,32052762.1,31951797.91,8475323.22,2866789.186,62823807.06,11083532.62,59065572.68,29856.58392,35115751.02,12539743.32,5082876.31,62996425.77,1178149.25,32052762.1,31951797.91,8475323.22,2866789.186,62823807.06,11083532.62,59065572.68,128,128,128,0,128,128,128,128,128,0,128,0,32
,C18 H34 N2 O12,Full match,No results,No results,No results,0.12,470.21123,1.022,62670962.7,,,,No matches found,No matches found,DDA for preferred ion,55732333.41,2407253.975,1484344.544,12999392.61,680021.5998,54299780.38,62670962.7,1772531.229,1650690.168,7841637.888,2448761.351,7447928.222,40901.52797,55732333.41,2407253.975,1484344.544,12999392.61,680021.5998,54299780.38,62670962.7,1772531.229,1650690.168,7841637.888,2448761.351,7447928.222,128,128,128,128,128,128,0,128,128,128,128,128,32
,C5 H9 N2 O12 P3 S2,Full match,No results,No results,No results,-1.09,445.88049,0.966,55395605.53,,,,No matches found,No matches found,DDA for preferred ion,48283166.44,49945362.77,53830126.71,54497020.75,1464271.087,50375548.18,53960128,48150960.1,55395605.53,50784092.52,50106375.28,50835389.06,274456.8405,48283166.44,49945362.77,53830126.71,54497020.75,1464271.087,50375548.18,53960128,48150960.1,55395605.53,50784092.52,50106375.28,50835389.06,128,128,128,0,128,128,128,128,128,0,0,128,16
5-Methylhexan-3-one,C8 H15 N O4,Full match,Invalid mass,No results,Full match,0.09,189.10012,1.392,54260303.79,,,93.7,Multiple matches found,Multiple matches found,DDA for preferred ion,5934839.182,20924216.12,54260303.79,9454371.867,72912.44996,5290923.461,6680732.264,31280170.91,47701015.64,9423522.894,34387010.07,7605196.634,84161.7704,5934839.182,20924216.12,54260303.79,9454371.867,72912.44996,5290923.461,6680732.264,31280170.91,47701015.64,9423522.894,34387010.07,7605196.634,128,128,0,128,16,128,128,128,128,128,0,128,16
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -48.0953 Da]",C5 H4 N2 O13 P2,Full match,Invalid mass,No results,No results,0.87,361.91918,0.966,51964522.42,,,94.6,Multiple matches found,No matches found,DDA for preferred ion,34048344.82,48540172.02,51964522.42,37672814.09,2498037.143,34681366.57,38546084.37,50976719.85,35708938.05,41264593.09,48160879.19,35315179.79,6003515.386,34048344.82,48540172.02,51964522.42,37672814.09,2498037.143,34681366.57,38546084.37,50976719.85,35708938.05,41264593.09,48160879.19,35315179.79,128,128,128,128,128,128,128,0,128,128,128,128,128
Trigonelline,C7 H7 N O2,Full match,Full match,Partial match,Partial match,-0.02,137.04768,1.311,51693304.89,99.2,10,96.9,Multiple matches found,Multiple matches found,DDA for preferred ion,23737106.91,239274.4157,198142.8314,51476421.93,1724076.685,25564376.62,23857666.01,491149.2951,3922358.783,51693304.89,148845.8349,45824524.32,66737.98508,23737106.91,239274.4157,198142.8314,51476421.93,1724076.685,25564376.62,23857666.01,491149.2951,3922358.783,51693304.89,148845.8349,45824524.32,128,16,32,0,128,128,128,16,128,0,16,0,16
NP-022068,C8 H12 O5,No match,Invalid mass,No results,No results,-12.69,188.06609,1.403,50311160.42,71.4,8.6,99.7,Single match found,Single match found,DDA for preferred ion,311537.6181,50311160.42,30839130.88,3323183.139,3728764.275,502992.3173,268983.7783,26863850.67,6868148.969,4096410.672,25470647.45,5836343.683,27096.68788,311537.6181,50311160.42,30839130.88,3323183.139,3728764.275,502992.3173,268983.7783,26863850.67,6868148.969,4096410.672,25470647.45,5836343.683,32,0,16,128,16,16,32,16,16,128,16,128,32
3-Carboxytyrosine,C10 H11 N O5,Full match,Invalid mass,Partial match,Full match,-0.13,225.06369,1.387,48247903.81,,,82.8,Multiple matches found,Multiple matches found,DDA for preferred ion,1443846.94,428255.2975,337772.6492,48247903.81,10890.92403,1376655.791,1526131.557,688246.6651,298493.2736,30164511.67,393114.9143,27968224.37,21128.37253,1443846.94,428255.2975,337772.6492,48247903.81,10890.92403,1376655.791,1526131.557,688246.6651,298493.2736,30164511.67,393114.9143,27968224.37,16,128,128,0,32,16,16,128,16,128,128,128,32
,C18 H25 N5 O10,Full match,No results,No results,No match,-2.46,471.15898,1.392,42037222.11,,,,No matches found,No matches found,DDA for preferred ion,42037222.11,10688331.55,2407567.954,5069817.707,12273.48545,31425172.04,32093643.87,11607220.1,4020130.102,2205525.167,15703815.23,1088197.589,21112.08545,42037222.11,10688331.55,2407567.954,5069817.707,12273.48545,31425172.04,32093643.87,11607220.1,4020130.102,2205525.167,15703815.23,1088197.589,0,128,128,128,32,128,128,128,128,128,128,128,32
"1-(4-methyl-2-pyridyl)pyrrolidine-2,5-dione",C10 H10 N2 O2,No match,Invalid mass,No results,No results,-25.16,190.06944,0.935,40253768.42,78.4,8.9,,Single match found,No matches found,DDA for preferred ion,14957379.63,23017650.97,24770101.93,10534400.09,616473.9155,14895833.96,18195046.19,19155408.2,40253768.42,7212088.752,27212691.18,4391383.307,34869.35591,14957379.63,23017650.97,24770101.93,10534400.09,616473.9155,14895833.96,18195046.19,19155408.2,40253768.42,7212088.752,27212691.18,4391383.307,128,128,128,128,128,128,128,128,0,128,128,128,32
"1,4-Dimethyl-N-nitro-1,4-dihydro-5H-tetrazol-5-imine",C3 H6 N6 O2,Full match,Invalid mass,No results,Full match,1.83,158.05551,1.395,26998839.95,,,96.7,Multiple matches found,Single match found,DDA for preferred ion,158809.5073,16193819.57,26998839.95,3205551.481,210792.0243,154737.0401,180800.5163,17819166.79,14269274.24,2853512.43,12782832.29,3039505.998,18213.34799,158809.5073,16193819.57,26998839.95,3205551.481,210792.0243,154737.0401,180800.5163,17819166.79,14269274.24,2853512.43,12782832.29,3039505.998,32,128,0,128,16,32,32,128,128,128,128,128,32
