FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 57_CTRL_1246.3,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 19_CTRL_1246.2,Area: 14_CTRL_1177.3,Area: 10_CTRL_1154.3,Area: 2_CTRL_CTRL.2,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 38_BOCU_1177.2,Gap Status: 14_CTRL_1177.3,Gap Status: 10_CTRL_1154.3,Gap Status: 2_CTRL_CTRL.2,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0221,DL-α-AMINOSUBERIC ACID,C8 H15 N O4,189.10013,32,20,NA,118757031.4,1915419.822,192640103.1,1304772.295,819206.9841,968103.0969,694669.5008,252742903.7,1419827.355,2617640.293,537575.8078,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,DL-α-AMINOSUBERIC ACID,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein
Feature0220,DL-Tryptophan,C11 H12 N2 O2,204.08987,62,37,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Protein digestion and absorption;Phenylalanine, tyrosine and tryptophan biosynthesis;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;Other",25297743.42,508024082.5,133060669.4,708739321.8,287177599.1,393388847.5,331233847.2,205522600.8,231467723,304087863.1,323079179.7,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,DL-Tryptophan,11,12,2,2,0,0,0,1.0909090909090908,0.18181818181818182,-0.18181818181818166,65.48181818181817,7,5,0.42857142857142855,0.5,3,Lignin
Feature0219,DL-Stachydrine,C7 H13 N O2,143.09464,55,9,ABC transporters,4190010.064,103734012.1,4370824.473,546788539.4,103800428.7,3954783.694,3468150.123,4614611.113,131059612.8,64426175.17,2945046.974,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,DL-Stachydrine,7,13,1,2,0,0,0,1.8571428571428572,0.2857142857142857,-0.8571428571428568,84.72857142857141,2,0,-0.25,0,-1,Lipid
Feature0218,DL-Carnitine,C7 H15 N O3,161.10522,13,3,Other,385218994.9,1060727058,382888638.5,970829882.1,834976834.5,10530384.48,12751752.06,403557008.3,750317697.7,1048473265,9614166.556,Full gap,No gap,No gap,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,DL-Carnitine,7,15,1,3,0,0,0,2.142857142857143,0.42857142857142855,-0.8571428571428568,84.72857142857141,1,-2,-1,-0.3333333333333333,-3,Protein
Feature0217,DL-Carbidopa,C10 H14 N2 O4,226.09535,25,20,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,802558590.3,1351696336,962333707.5,1087830968,886226712.1,344277542.3,277628727.7,1104043864,1106605452,1165554707,297011949.2,Full gap,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,No gap,Missing ions,No gap,DL-Carbidopa,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Lignin
Feature0216,DL-Arginine,C6 H14 N4 O2,174.1118,6,40,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other,36467824.64,213094556.8,70278427.19,394891334,179874755.1,154631611.5,157444033.2,96600137.11,191962224.9,167900163.8,167747608.8,Full gap,Missing ions,No gap,Missing ions,No gap,Missing ions,Missing ions,No gap,No gap,Missing ions,No gap,DL-Arginine,6,14,4,2,0,0,0,2.3333333333333335,0.3333333333333333,0.3333333333333335,50.8,2,0,-Inf,-3,-4,Other
Feature0215,"DL-2,6-Diaminopimelic acid",C7 H14 N2 O4,190.09538,19,2,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;D-Amino acid metabolism;Other,160061101.5,60608990.77,151836895.4,46889365.24,15985671.36,18169034.64,19711389.28,186046547.3,54138998.38,55254234.28,17250063.98,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,"DL-2,6-Diaminopimelic acid",7,14,2,4,0,0,0,2,0.5714285714285714,0,60.3,2,-2,-4,-0.6666666666666666,-4,Amino Sugar
Feature0214,Dipropylene glycol dimethyl ether,C8 H18 O3,162.12559,11,18,NA,112606627.9,108390709.5,116020208.5,183398102.6,195672882.6,193475079,188085059.7,198379466.8,168599798,177960896.7,173342889.9,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Missing ions,Dipropylene glycol dimethyl ether,8,18,0,3,0,0,0,2.25,0.375,-1.5,103.05,0,-3,-0.6,-0.23076923076923078,-3,Protein
Feature0213,"Diethyl 1-[4,6-diamino-2-(methylsulfanyl)-5-pyrimidinyl]-1,2-hydrazinedicarboxylate",C11 H18 N6 O4 S,330.10982,1,14,NA,17554299.38,5668081.891,12015234.01,41688676.52,14455504.45,623124.6774,365688.2609,28187194.35,6444419.506,4559358.253,340419.7061,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"Diethyl 1-[4,6-diamino-2-(methylsulfanyl)-5-pyrimidinyl]-1,2-hydrazinedicarboxylate",11,18,6,4,0,1,0,1.6363636363636365,0.36363636363636365,0.9090909090909092,34.39090909090909,6,2,-Inf,-1.5,-5,Protein
Feature0212,Diacetylene glycol,C6 H6 O2,110.03673,14,0,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,1458132.1,767892.074,1450943.001,906607.1643,358886.242,8880262.731,6908044.519,3044068.534,201929.5739,3272881.606,7082178.276,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Diacetylene glycol,6,6,0,2,0,0,0,1,0.3333333333333333,-0.33333333333333304,69.79999999999998,4,2,0.5,0.6,2,Lignin
Feature0211,Di(2-Tetrahydrofurylmethyl)amine,C10 H19 N O2,185.14155,29,27,NA,433153.6442,272012.2077,413233.342,32600056.62,461539.9223,370957.281,556535.8114,655145.7314,37407275.12,487969.4232,562775.2049,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Di(2-Tetrahydrofurylmethyl)amine,10,19,1,2,0,0,0,1.9,0.2,-1.2000000000000002,94.5,2,0,-0.14285714285714285,0,-1,Lipid
Feature0210,D-PANTOTHENIC ACID,C9 H17 N O5,219.11067,8,24,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Other,26658603.34,17757514.83,33524590.88,20620053.08,4789265.013,20113851.48,16037545.05,41434348.51,32062715.33,15342696.58,18076566.14,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,D-PANTOTHENIC ACID,9,17,1,5,0,0,0,1.8888888888888888,0.5555555555555556,-0.44444444444444464,72.96666666666667,2,-3,-1.3333333333333333,-0.2727272727272727,-4,Amino Sugar
Feature0209,D-lysopine,C9 H18 N2 O4,218.12664,27,9,Other,69953.36382,565550.802,2065106.865,19285767.05,8310226.415,66852963.4,50770611.11,52373236.57,33826880.99,6854618.417,52559228.32,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,D-lysopine,9,18,2,4,0,0,0,2,0.4444444444444444,-0.44444444444444464,72.96666666666667,2,-2,-1.3333333333333333,-0.4,-4,Protein
Feature0208,D-Glucose 6-phosphate,C6 H13 O9 P,260.02972,83,15,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Central carbon metabolism in cancer;Other",92931714.49,22066181.24,137447420.3,37423722.69,17543060.53,117077954.5,102097448.1,132237031.4,28822920.61,25426608.06,103748954.4,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,No gap,Full gap,D-Glucose 6-phosphate,6,13,0,9,0,0,1,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate
Feature0207,D-Glucono-delta-lactone,C6 H10 O6,178.04775,49,54,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,2163492.661,1655934.367,2267093.464,1836735.204,1078023.246,11510355.11,11193518.89,2586413.623,2059532.066,1711621.851,11354940.59,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,D-Glucono-delta-lactone,6,10,0,6,0,0,0,1.6666666666666667,1,0.3333333333333335,50.8,2,-4,-Inf,-0.3333333333333333,-4,Carbohydrate
Feature0206,D-Gluconic acid,C6 H12 O7,196.05832,12,31,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,13944532.33,5796656.912,16440808.03,7271563.349,3588085.572,58194518.28,55008037.46,21745844.69,6123686.651,6925125.085,54049234.76,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,D-Gluconic acid,6,12,0,7,0,0,0,2,1.1666666666666667,0.3333333333333335,50.8,1,-6,6,-1,-6,Carbohydrate
Feature0205,Cytonic acid A,C32 H36 O10,580.23109,6,1,NA,276693532.4,875747.6075,277952094.3,1017407.358,918048.1284,893472.9795,1022889.611,575014825.3,1466861.295,1071110.005,840845.3439,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Cytonic acid A,32,36,0,10,0,0,0,1.125,0.3125,-0.5,74.55,15,5,0.22727272727272727,0.37037037037037035,5,Lignin
Feature0204,Cytidine 5'-diphosphocholine,C14 H26 N4 O11 P2,488.10744,1,1,Metabolic pathways;Other,2519780.896,1194757.996,2891893.065,385114.9648,124443.8462,1994764.213,2628170.59,4012538.764,12348462.43,3495655.833,2765184.53,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Cytidine 5'-diphosphocholine,14,26,4,11,0,0,2,1.8571428571428572,0.7857142857142857,-0.14285714285714324,64.37142857142858,5,-6,4,-2.6,-12,Carbohydrate
Feature0203,Cytarabine,C9 H13 N3 O5,243.0855,9,30,Metabolic pathways;ABC transporters;Cyanoamino acid metabolism;Other,6997151.212,5208407.114,18134600.14,6316348.247,4608069.169,95685916.2,85235979.88,19124958,827677.9313,3238393.533,77865864.1,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Cytarabine,9,13,3,5,0,0,0,1.4444444444444444,0.5555555555555556,0.6666666666666665,41.3,5,0,-3,-0.14285714285714285,-3,Lignin
Feature0202,Cyclo(phenylalanyl-prolyl),C14 H16 N2 O2,244.12118,49,20,NA,146028497.5,210400310.1,164599669.1,183557274.1,159754664.5,169014001,141540634.4,189460908.9,189618852.1,172343404,142742279.5,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Cyclo(phenylalanyl-prolyl),14,16,2,2,0,0,0,1.1428571428571428,0.14285714285714285,-0.4285714285714288,72.51428571428572,8,6,0.4,0.45454545454545453,4,Lignin
Feature0201,Cyclo(leucylprolyl),C11 H18 N2 O2,210.13681,14,6,NA,181189886.1,298183674.6,222417247.4,248413885.9,221419572.3,233352783.7,199189840.7,210986836.7,252723444.3,248503789.3,208324126.5,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Cyclo(leucylprolyl),11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818182,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid
Feature0200,Citric acid,C6 H8 O7,192.02696,23,26,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Central carbon metabolism in cancer;Other,1402724382,574776690.2,1541436117,459627845.4,431166309.1,1586335388,1395331159,1720577752,250243112.9,632675863.2,1409250941,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Citric acid,6,8,0,7,0,0,0,1.3333333333333333,1.1666666666666667,1,31.799999999999997,3,-4,4,-0.2,-4,Other
Feature0199,Choline O-Sulfate,C5 H13 N O4 S,183.05656,1,13,ABC transporters,1525379297,285798075.9,1619512205,1020637501,393549382.5,113759594.2,97785301.06,2186992951,359647106.6,178990212,101042218.7,Full gap,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Choline O-Sulfate,5,13,1,4,0,1,0,2.6,0.8,0,60.3,0,-4,6,-4,-6,Other
Feature0198,Choline,C5 H13 N O,103.09967,18,8,NA,291431982.5,931545575.9,316244825.5,1144832125,819212886.8,1339360118,1238431112,343812847.2,771003190.8,727406948.3,1278613841,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Choline,5,13,1,1,0,0,0,2.6,0.2,-1.5999999999999996,105.89999999999998,0,-1,-0.6666666666666666,-0.42857142857142855,-2,Other
Feature0197,Cetrimonium,C19 H41 N,283.3239,10,11,NA,265680.1164,114411875.7,379573.7014,1394937.456,353144.0091,255739.7613,256286.0975,273484.545,897617.7791,562067.8239,265943.7458,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Cetrimonium,19,41,1,0,0,0,0,2.1578947368421053,0,-2,117.3,0,0,-0.05555555555555555,-0.05555555555555555,-1,Lipid
Feature0196,Cantharidin,C10 H12 O4,196.07358,96,142,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Degradation of aromatic compounds;Other,93962.90714,3031065.244,192833.0989,4087803.108,28328195.71,568850.9567,272722.6379,159891.5506,981363.7324,1400263.634,101028.1729,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Cantharidin,10,12,0,4,0,0,0,1.2,0.4,-0.40000000000000036,71.7,5,1,0.16666666666666666,0.375,1,Lignin
Feature0195,Caffeic acid,C9 H8 O4,180.04228,51,8,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",222967.0871,80019424.56,173216.2436,1349663.06,44055053.7,254282.344,625873.1087,675966.7432,4793050.274,74459560.23,206664.2094,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Caffeic acid,9,8,0,4,0,0,0,0.8888888888888888,0.4444444444444444,0,60.3,6,2,0.4,0.5714285714285714,2,Lignin
Feature0194,C16 phytosphingosine,C16 H35 N O3,289.26171,1,4,NA,104710250.3,104381482.4,97524567.08,58240526.63,54810897.41,969104.2652,1205975.493,767515.1199,1364243.761,380525.2506,1350884.838,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,C16 phytosphingosine,16,35,1,3,0,0,0,2.1875,0.1875,-1.625,106.6125,0,-3,-0.3333333333333333,-0.18518518518518517,-4,Lipid
Feature0193,Butyl glyoxylate,C6 H10 O3,130.06295,73,61,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,3673080.459,58104831.62,3799919.531,65157177.69,44580181.37,1159552.708,911338.0933,4284988.42,42817122.82,50265348.53,576462.8434,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Butyl glyoxylate,6,10,0,3,0,0,0,1.6666666666666667,0.5,-0.666666666666667,79.30000000000001,2,-1,-0.3333333333333333,0.1111111111111111,-1,Protein
Feature0192,Buphedrine,C11 H17 N O,179.13104,49,22,NA,106950.7125,136364.2482,94083.89592,3704403.156,122269.1018,134626.29,126338.3067,180388.1814,15464914.88,135303.037,125318.4798,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Buphedrine,11,17,1,1,0,0,0,1.5454545454545454,0.09090909090909091,-1.0909090909090908,91.39090909090909,4,3,0.2222222222222222,0.2631578947368421,2,Lipid
Feature0191,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,12,104,NA,162811483.9,18127075.99,220664006.7,32546476.37,7052075.608,1185609164,1152462494,238466247.4,28282151.92,21426151.18,1191541255,Full gap,Missing ions,Full gap,Missing ions,Missing ions,Full gap,No gap,Full gap,Missing ions,Missing ions,Full gap,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak2",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate
Feature0190,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,12,105,NA,72902613.52,9704660.846,84250531.77,11821235.81,5906322.778,226025270.1,225596192.5,90841211.29,10743657.12,9359751.381,256097904.5,Full gap,Missing ions,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Missing ions,Full gap,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate
Feature0189,Bis(triaminomethyl) carbonate,C3 H12 N6 O3,180.0979,1,0,NA,534058.6237,832591.776,619418.9437,378861117.5,670735.5269,935284.1202,1387275.704,835236.6356,29122570.86,661621.9448,972136.0357,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Bis(triaminomethyl) carbonate,3,12,6,3,0,0,0,4,1,4,-53.7,1,-2,1.3333333333333333,1.4444444444444444,-8,Other
Feature0188,Betaine,C5 H11 N O2,117.07895,43,10,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,1907518854,1278726560,2253151373,1840044028,499242135.5,2130742304,1900700950,2172184048,1984879572,1383755430,1927352913,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Betaine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein
Feature0187,"beta-D-Galactopyranosyl-(1->4)-3,6-anhydro-alpha-L-galactopyranosyl-(1->3)-beta-D-galactopyranose",C18 H30 O15,486.15857,1,54,Metabolic pathways;ABC transporters;Other,16374996.21,4715570.58,15626187.3,4014667.375,3279631.229,125586143.7,107169016.2,18705753.15,4248682.333,3937488.403,120948706.8,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,"beta-D-Galactopyranosyl-(1->4)-3,6-anhydro-alpha-L-galactopyranosyl-(1->3)-beta-D-galactopyranose",18,30,0,15,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,4,-11,-3.6666666666666665,-0.3333333333333333,-11,Carbohydrate
Feature0186,benzylidenemethylamine,C8 H9 N,119.07346,10,132,NA,11405575.99,139446090.9,24551733.59,218701627.2,85355424.4,163431410.2,130805297.7,49202897.76,72460935.11,98864242.67,128012171,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,benzylidenemethylamine,8,9,1,0,0,0,0,1.125,0,-0.75,81.675,5,5,0.5714285714285714,0.5714285714285714,4,Unsaturated HC
Feature0185,Beauvericin,C45 H57 N3 O9,783.4096,2,1,NA,707871.6022,1383323.888,710046.9338,404314816.6,1212843.261,673172.7768,659070.308,659541.4728,148389004.3,853858.8244,942478.0106,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Beauvericin,45,57,3,9,0,0,0,1.2666666666666666,0.2,-0.666666666666667,79.30000000000001,19,10,0.21212121212121213,0.30666666666666664,7,Lignin
Feature0184,Azobenzene,C12 H10 N2,182.08444,24,38,Biosynthesis of secondary metabolites;Other,37714224.35,112040.1118,44225770.47,132691.6699,154680.499,131035.756,114317.734,43266287.8,119655.5348,105739.5733,121273.8093,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Azobenzene,12,10,2,0,0,0,0,0.8333333333333334,0,-0.33333333333333304,69.79999999999998,9,9,0.7,0.7,7,Unsaturated HC
Feature0183,Asparagine,C4 H8 N2 O3,132.05347,15,2,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Cyanoamino acid metabolism;Other,23900029.36,4663465.322,32892080.93,5479024.168,3991033.129,72477746.95,61007295.79,38315106.14,2117250.767,2829231.197,61943609.1,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Asparagine,4,8,2,3,0,0,0,2,0.75,1,31.799999999999997,2,-1,3,-3,-3,Carbohydrate
Feature0182,arg-val,C11 H23 N5 O3,273.18012,4,1,NA,7216484.818,15341270.43,21523587.81,3867174.154,7917530.982,5043239.086,4483695.42,20815473.69,7652570.689,6847134.754,2076530.732,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,arg-val,11,23,5,3,0,0,0,2.090909090909091,0.2727272727272727,-0.18181818181818166,65.48181818181817,3,0,-1.6666666666666667,-0.7777777777777778,-5,Lipid
Feature0181,ARG-PHE,C15 H23 N5 O3,321.18019,5,12,NA,9653059.648,3929192.873,17264326.91,7765884.508,100146.2386,8875796.203,7118895.082,26270361.95,15524400.75,5780302.092,171243.6982,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,ARG-PHE,15,23,5,3,0,0,0,1.5333333333333334,0.2,-0.13333333333333375,64.10000000000001,7,4,-0.14285714285714285,0.058823529411764705,-1,Lipid
